2022-03-13 17:22:58,083 DEBUG    debug
2022-04-03 22:00:40,773 INFO     Sender daemon [test4] UP
2022-04-03 22:00:40,773 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:00:40,774 INFO     Receiver daemon [test4] UP
2022-04-03 22:00:44,318 DEBUG    Message dict created: {'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005244.3188, 'text': 'hfghfghf'}
2022-04-03 22:00:44,319 DEBUG    Calling [post_data] from function [sender_cycle] with args: ({'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005244.3188, 'text': 'hfghfghf'}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:00:44,319 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:00:44,534 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005244.5340345, 'sender': 'test4', 'recipient': 'all', 'text': 'hfghfghf'}
2022-04-03 22:00:44,534 INFO     Received message from [test4] to [all]: hfghfghf
2022-04-03 22:00:44,535 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57348), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:00:44,535 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005244.5340345, 'sender': 'test4', 'recipient': 'all', 'text': 'hfghfghf'}
2022-04-03 22:00:44,535 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005244.5340345, 'sender': 'test4', 'recipient': 'all', 'text': 'hfghfghf'}
2022-04-03 22:00:44,535 INFO     Received message from [test4] to [all]: hfghfghf
2022-04-03 22:00:44,535 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57350), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:00:44,535 INFO     Received message from [test4] to [all]: hfghfghf
2022-04-03 22:00:44,535 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57352), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:00:44,536 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005244.5340345, 'sender': 'test4', 'recipient': 'all', 'text': 'hfghfghf'}
2022-04-03 22:00:44,536 INFO     Received message from [you] to [all]: hfghfghf
2022-04-03 22:00:44,536 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:09,484 DEBUG    Message dict created: {'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005269.4847739, 'text': 'dfsfsdfsf'}
2022-04-03 22:01:09,485 DEBUG    Calling [post_data] from function [sender_cycle] with args: ({'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005269.4847739, 'text': 'dfsfsdfsf'}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:01:09,485 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:01:09,672 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005269.672129, 'sender': 'test4', 'recipient': 'all', 'text': 'dfsfsdfsf'}
2022-04-03 22:01:09,673 INFO     Received message from [test4] to [all]: dfsfsdfsf
2022-04-03 22:01:09,673 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005269.672129, 'sender': 'test4', 'recipient': 'all', 'text': 'dfsfsdfsf'}
2022-04-03 22:01:09,673 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57348), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:09,673 INFO     Received message from [test4] to [all]: dfsfsdfsf
2022-04-03 22:01:09,673 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57350), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:09,674 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005269.672129, 'sender': 'test4', 'recipient': 'all', 'text': 'dfsfsdfsf'}
2022-04-03 22:01:09,674 INFO     Received message from [test4] to [all]: dfsfsdfsf
2022-04-03 22:01:09,674 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57352), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:09,674 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005269.672129, 'sender': 'test4', 'recipient': 'all', 'text': 'dfsfsdfsf'}
2022-04-03 22:01:09,674 INFO     Received message from [you] to [all]: dfsfsdfsf
2022-04-03 22:01:09,675 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:19,460 DEBUG    Message dict created: {'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005279.4604867, 'text': 'fdfdsfdsf'}
2022-04-03 22:01:19,460 DEBUG    Calling [post_data] from function [sender_cycle] with args: ({'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005279.4604867, 'text': 'fdfdsfdsf', 'recipient': 'test3'}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:01:19,461 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:01:19,474 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005279.4731529, 'sender': 'test4', 'recipient': 'test3', 'text': 'fdfdsfdsf'}
2022-04-03 22:01:19,474 INFO     Received message from [test4] to [you]: fdfdsfdsf
2022-04-03 22:01:19,474 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005279.4731529, 'sender': 'test4', 'recipient': 'test3', 'text': 'fdfdsfdsf'}
2022-04-03 22:01:19,474 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57352), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:19,474 INFO     Received message from [you] to [test3]: fdfdsfdsf
2022-04-03 22:01:19,474 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:32,004 DEBUG    Message dict created: {'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005292.0043716, 'text': 'fdfdsfdsf'}
2022-04-03 22:01:32,004 DEBUG    Calling [post_data] from function [sender_cycle] with args: ({'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005292.0043716, 'text': 'fdfdsfdsf', 'recipient': 'test4'}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:01:32,004 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:01:32,046 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005292.0452948, 'sender': 'test4', 'recipient': 'test4', 'text': 'fdfdsfdsf'}
2022-04-03 22:01:32,046 INFO     Received message from [you] to [you]: fdfdsfdsf
2022-04-03 22:01:32,046 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:01:32,046 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005292.0452948, 'sender': 'test4', 'recipient': 'test4', 'text': 'fdfdsfdsf'}
2022-04-03 22:01:32,047 INFO     Received message from [you] to [you]: fdfdsfdsf
2022-04-03 22:01:32,047 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57354), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:33,444 DEBUG    Client app started with args: ['-n', 'test1']
2022-04-03 22:02:33,461 INFO     Connected to server address: 127.0.0.1:7777
2022-04-03 22:02:33,461 DEBUG    Creating presence message from test1
2022-04-03 22:02:33,462 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test1'}, 'time': 1649005353.4622247}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57380), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:02:33,462 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:02:33,463 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57380), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:33,715 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1649005353.7144089, 'alert': 'OK'}
2022-04-03 22:02:33,715 INFO     Response status OK
2022-04-03 22:02:33,715 DEBUG    Response processing result: 200: OK
2022-04-03 22:02:33,715 INFO     Connected to 127.0.0.1:7777 as test1
2022-04-03 22:02:33,716 INFO     Sender daemon [test1] UP
2022-04-03 22:02:33,733 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57380), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:33,734 INFO     Receiver daemon [test1] UP
2022-04-03 22:02:33,805 DEBUG    Client app started with args: ['-n', 'test2']
2022-04-03 22:02:33,817 INFO     Connected to server address: 127.0.0.1:7777
2022-04-03 22:02:33,817 DEBUG    Creating presence message from test2
2022-04-03 22:02:33,818 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test2'}, 'time': 1649005353.818223}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57382), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:02:33,818 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:02:33,818 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57382), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:34,062 DEBUG    Client app started with args: ['-n', 'test3']
2022-04-03 22:02:34,070 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1649005354.0695736, 'alert': 'OK'}
2022-04-03 22:02:34,070 INFO     Response status OK
2022-04-03 22:02:34,070 DEBUG    Response processing result: 200: OK
2022-04-03 22:02:34,070 INFO     Connected to 127.0.0.1:7777 as test2
2022-04-03 22:02:34,071 INFO     Sender daemon [test2] UP
2022-04-03 22:02:34,072 INFO     Receiver daemon [test2] UP
2022-04-03 22:02:34,072 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57382), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:34,073 INFO     Connected to server address: 127.0.0.1:7777
2022-04-03 22:02:34,074 DEBUG    Creating presence message from test3
2022-04-03 22:02:34,074 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test3'}, 'time': 1649005354.0745792}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57384), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:02:34,075 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:02:34,075 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57384), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:34,212 DEBUG    Client app started with args: ['-n', 'test4']
2022-04-03 22:02:34,225 INFO     Connected to server address: 127.0.0.1:7777
2022-04-03 22:02:34,226 DEBUG    Creating presence message from test4
2022-04-03 22:02:34,226 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test4'}, 'time': 1649005354.2265186}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57386), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:02:34,227 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:02:34,227 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57386), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:34,228 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1649005354.2277598, 'alert': 'OK'}
2022-04-03 22:02:34,228 INFO     Response status OK
2022-04-03 22:02:34,228 DEBUG    Response processing result: 200: OK
2022-04-03 22:02:34,229 INFO     Connected to 127.0.0.1:7777 as test3
2022-04-03 22:02:34,229 INFO     Sender daemon [test3] UP
2022-04-03 22:02:34,230 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57384), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:34,230 INFO     Receiver daemon [test3] UP
2022-04-03 22:02:34,484 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1649005354.4840357, 'alert': 'OK'}
2022-04-03 22:02:34,484 INFO     Response status OK
2022-04-03 22:02:34,485 DEBUG    Response processing result: 200: OK
2022-04-03 22:02:34,485 INFO     Connected to 127.0.0.1:7777 as test4
2022-04-03 22:02:34,485 INFO     Sender daemon [test4] UP
2022-04-03 22:02:34,486 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57386), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:34,486 INFO     Receiver daemon [test4] UP
2022-04-03 22:02:46,211 DEBUG    Message dict created: {'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005366.211061, 'text': 'fgfdgf'}
2022-04-03 22:02:46,211 DEBUG    Calling [post_data] from function [sender_cycle] with args: ({'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005366.211061, 'text': 'fgfdgf', 'recipient': 'test4'}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57386), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:02:46,211 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:02:46,295 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005366.2951562, 'sender': 'test4', 'recipient': 'test4', 'text': 'fgfdgf'}
2022-04-03 22:02:46,296 INFO     Received message from [you] to [you]: fgfdgf
2022-04-03 22:02:46,296 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57386), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:55,322 DEBUG    Message dict created: {'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005375.3226078, 'text': 'gfdgfdgfd'}
2022-04-03 22:02:55,322 DEBUG    Calling [post_data] from function [sender_cycle] with args: ({'action': 'message', 'user': {'username': 'test4'}, 'time': 1649005375.3226078, 'text': 'gfdgfdgfd', 'recipient': 'test3'}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57386), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-03 22:02:55,323 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-03 22:02:55,345 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005375.3444195, 'sender': 'test4', 'recipient': 'test3', 'text': 'gfdgfdgfd'}
2022-04-03 22:02:55,345 INFO     Received message from [test4] to [you]: gfdgfdgfd
2022-04-03 22:02:55,345 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57384), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-03 22:02:55,345 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1649005375.3444195, 'sender': 'test4', 'recipient': 'test3', 'text': 'gfdgfdgfd'}
2022-04-03 22:02:55,345 INFO     Received message from [you] to [test3]: gfdgfdgfd
2022-04-03 22:02:55,346 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 57386), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,140 DEBUG    Client app started with args: ['-n', 'test1']
2022-04-17 18:37:13,154 INFO     Connected to server address: 127.0.0.1:7777
2022-04-17 18:37:13,154 DEBUG    Creating presence message from test1
2022-04-17 18:37:13,154 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test1'}, 'time': 1650202633.154533}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40116), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-17 18:37:13,154 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-17 18:37:13,154 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40116), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,409 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1650202633.408739, 'alert': 'OK'}
2022-04-17 18:37:13,409 INFO     Response status OK
2022-04-17 18:37:13,410 DEBUG    Response processing result: 200: OK
2022-04-17 18:37:13,410 INFO     Connected to 127.0.0.1:7777 as test1
2022-04-17 18:37:13,418 INFO     Sender daemon [test1] UP
2022-04-17 18:37:13,419 INFO     Receiver daemon [test1] UP
2022-04-17 18:37:13,419 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40116), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,531 DEBUG    Client app started with args: ['-n', 'test2']
2022-04-17 18:37:13,542 INFO     Connected to server address: 127.0.0.1:7777
2022-04-17 18:37:13,542 DEBUG    Creating presence message from test2
2022-04-17 18:37:13,543 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test2'}, 'time': 1650202633.5429683}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40118), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-17 18:37:13,543 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-17 18:37:13,543 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40118), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,773 DEBUG    Client app started with args: ['-n', 'test3']
2022-04-17 18:37:13,781 INFO     Connected to server address: 127.0.0.1:7777
2022-04-17 18:37:13,781 DEBUG    Creating presence message from test3
2022-04-17 18:37:13,782 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test3'}, 'time': 1650202633.7818813}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40120), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-17 18:37:13,782 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-17 18:37:13,782 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40120), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,782 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1650202633.7825165, 'alert': 'OK'}
2022-04-17 18:37:13,783 INFO     Response status OK
2022-04-17 18:37:13,783 DEBUG    Response processing result: 200: OK
2022-04-17 18:37:13,783 INFO     Connected to 127.0.0.1:7777 as test2
2022-04-17 18:37:13,783 INFO     Sender daemon [test2] UP
2022-04-17 18:37:13,784 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40118), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,787 INFO     Receiver daemon [test2] UP
2022-04-17 18:37:13,981 DEBUG    Client app started with args: ['-n', 'test4']
2022-04-17 18:37:13,992 INFO     Connected to server address: 127.0.0.1:7777
2022-04-17 18:37:13,993 DEBUG    Creating presence message from test4
2022-04-17 18:37:13,993 DEBUG    Calling [post_data] from function [main] with args: ({'action': 'presence', 'user': {'username': 'test4'}, 'time': 1650202633.9936051}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40122), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-17 18:37:13,994 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-17 18:37:13,994 DEBUG    Calling [get_data] from function [main] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40122), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,994 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1650202633.99411, 'alert': 'OK'}
2022-04-17 18:37:13,995 INFO     Response status OK
2022-04-17 18:37:13,995 DEBUG    Response processing result: 200: OK
2022-04-17 18:37:13,995 INFO     Connected to 127.0.0.1:7777 as test3
2022-04-17 18:37:13,996 INFO     Sender daemon [test3] UP
2022-04-17 18:37:13,996 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40120), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:13,996 INFO     Receiver daemon [test3] UP
2022-04-17 18:37:14,246 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'response': 200, 'time': 1650202634.2461965, 'alert': 'OK'}
2022-04-17 18:37:14,246 INFO     Response status OK
2022-04-17 18:37:14,247 DEBUG    Response processing result: 200: OK
2022-04-17 18:37:14,247 INFO     Connected to 127.0.0.1:7777 as test4
2022-04-17 18:37:14,247 INFO     Sender daemon [test4] UP
2022-04-17 18:37:14,248 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40122), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:14,248 INFO     Receiver daemon [test4] UP
2022-04-17 18:37:43,699 DEBUG    Message dict created: {'action': 'message', 'user': {'username': 'test4'}, 'time': 1650202663.6993399, 'text': 'gfdgfdgfdgd'}
2022-04-17 18:37:43,699 DEBUG    Calling [post_data] from function [sender_cycle] with args: ({'action': 'message', 'user': {'username': 'test4'}, 'time': 1650202663.6993399, 'text': 'gfdgfdgfdgd'}, <socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40122), raddr=('127.0.0.1', 7777)>); kwargs: {}
2022-04-17 18:37:43,699 DEBUG    [common.utils.post_data] successfully completed. Returned results: None
2022-04-17 18:37:43,936 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1650202663.9359348, 'sender': 'test4', 'recipient': 'all', 'text': 'gfdgfdgfdgd'}
2022-04-17 18:37:43,936 INFO     Received message from [test4] to [all]: gfdgfdgfdgd
2022-04-17 18:37:43,936 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1650202663.9359348, 'sender': 'test4', 'recipient': 'all', 'text': 'gfdgfdgfdgd'}
2022-04-17 18:37:43,937 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40116), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:43,937 INFO     Received message from [test4] to [all]: gfdgfdgfdgd
2022-04-17 18:37:43,937 DEBUG    [common.utils.get_data] successfully completed. Returned results: {'action': 'message', 'time': 1650202663.9359348, 'sender': 'test4', 'recipient': 'all', 'text': 'gfdgfdgfdgd'}
2022-04-17 18:37:43,937 DEBUG    Calling [get_data] from function [reader_cycle] with args: (<socket.socket fd=5, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 40118), raddr=('127.0.0.1', 7777)>,); kwargs: {}
2022-04-17 18:37:43,937 INFO     Received message from [test4] to [all]: gfdgfdgfdgd
